,inner_label,inner_area,inner_centroid-0,inner_centroid-1,inner_axis_major_length,inner_axis_minor_length,inner_eccentricity,inner_orientation,inner_slice,outer_label,outer_area,outer_centroid-0,outer_centroid-1,outer_axis_major_length,outer_axis_minor_length,outer_eccentricity,outer_orientation,outer_slice,file,gratio,orientation_mean_deg,eccentricity_mean
111,35,1.9590524799999998,457.61507097553607,744.184083358502,1.8459963043113947,1.3585502014894666,0.6770422378309563,-0.05500232660847906,"(slice(404, 511, None), slice(704, 784, None))",35,1.9478105599999997,456.6152794653706,743.3593560145808,3.166310436785505,2.36665418601287,0.6643196863386848,-0.015512576978907794,"(slice(384, 532, None), slice(688, 801, None))",Sample_Data_SWM.ome.tif,0.5740383236041054,-2.0201031841645873,0.6706809620848205
112,36,0.37364591999999996,468.74505146476645,1062.5122723673792,0.8490699657689539,0.5668967604541381,0.7444592508424958,-0.39783204428108304,"(slice(446, 494, None), slice(1046, 1083, None))",36,0.8892950399999999,465.80705256154357,1061.3765801729874,1.6925805960676825,1.236205038925052,0.6830549189148286,-0.3348662493469746,"(slice(427, 511, None), slice(1031, 1097, None))",Sample_Data_SWM.ome.tif,0.45857826380248845,-20.990259940662423,0.7137570848786622
113,37,0.17454559999999997,469.60677966101696,29.379661016949154,0.5425556431659179,0.410288913534412,0.6543227967003846,-1.0539015646006884,"(slice(457, 483, None), slice(14, 45, None))",37,0.24436383999999997,469.6876513317191,29.42493946731235,0.9828606536826218,0.772562332632793,0.6181826951240685,-1.1380213788358329,"(slice(450, 490, None), slice(6, 53, None))",Sample_Data_SWM.ome.tif,0.5310754824613313,-62.79396683840267,0.6362527459122266
114,38,0.16862879999999997,466.4824561403509,992.9175438596491,0.5392981371673774,0.4011720726910081,0.668315325931197,-0.7971233692495795,"(slice(452, 481, None), slice(978, 1007, None))",38,1.0934246399999998,465.06493506493507,994.3877164502164,1.480231824612198,1.2430065751924897,0.5429921485864144,-0.8200480646148327,"(slice(427, 502, None), slice(955, 1030, None))",Sample_Data_SWM.ome.tif,0.32274332308248915,-46.32854895477528,0.6056537372588058
115,39,0.10886911999999999,482.5,606.0,0.4208977269510046,0.32985848476159696,0.6211367191074417,0.7257883372966741,"(slice(471, 495, None), slice(595, 618, None))",39,0.17365807999999996,486.7223168654174,607.6354344122658,1.1394016814249737,0.5542381277941824,0.8737200560491406,0.6576280358069451,"(slice(463, 509, None), slice(588, 629, None))",Sample_Data_SWM.ome.tif,0.5951566090813779,39.63195974406649,0.7474283875782912
116,40,2.8711271999999997,491.2344152498712,236.82730551262236,2.4759709944897788,1.4847649373355327,0.8002475719256318,0.5837752763194453,"(slice(425, 560, None), slice(184, 290, None))",40,0.6946323199999999,489.3913969335605,236.9105621805792,3.3399414145298225,2.4246141140609265,0.6877526499288648,0.5658576858477996,"(slice(421, 564, None), slice(179, 296, None))",Sample_Data_SWM.ome.tif,0.6123716465746116,32.93455836065309,0.7440001109272483
117,41,0.76829648,512.7050442818637,439.0165575664228,1.1102978064670606,0.8838359296704709,0.6052505735948586,0.6225714306501268,"(slice(482, 544, None), slice(410, 467, None))",41,1.0203521599999998,513.1667149898522,439.8445926355465,1.9398803105854718,1.6768341878816087,0.5028033132789027,0.6339781296113903,"(slice(468, 559, None), slice(397, 483, None))",Sample_Data_SWM.ome.tif,0.5270860625683244,35.99749327600222,0.5540269434368806
118,42,0.17543311999999997,553.0337268128162,672.0067453625633,0.586431984003011,0.38185780988659923,0.7589452229376278,0.977566133332635,"(slice(539, 567, None), slice(657, 689, None))",42,0.18164575999999996,551.3127035830619,669.3452768729642,1.0513733274125996,0.677710663897624,0.7645236815322778,0.918792618053623,"(slice(531, 572, None), slice(650, 695, None))",Sample_Data_SWM.ome.tif,0.5634525620276845,54.326676448565564,0.7617344522349527
119,43,0.44464751999999996,583.585495675316,755.4078509647372,1.1502957227357986,0.5036865084879564,0.8990355382268334,0.9764789003004553,"(slice(563, 609, None), slice(726, 785, None))",43,0.4165427199999999,590.5355113636364,763.2776988636364,2.0112651096876637,0.8781288032317415,0.8996532111341249,1.0232746163180413,"(slice(558, 620, None), slice(719, 807, None))",Sample_Data_SWM.ome.tif,0.573590692657227,57.288718284342195,0.8993443746804791
120,44,0.46121455999999994,579.7607440667094,397.4079538165491,0.9018675150029648,0.6661785313364477,0.6740720250355017,1.4621803274126652,"(slice(563, 601, None), slice(371, 424, None))",44,0.18460415999999996,581.9503205128206,398.32371794871796,1.350988191614811,1.0392720663138066,0.6389261699510265,1.472093352069665,"(slice(560, 605, None), slice(367, 427, None))",Sample_Data_SWM.ome.tif,0.6410049427185278,84.06074888533018,0.6564990974932641
